offset	lemma	field	semcor	zipf	why	nearest	flags	gloss
08615926	parts	location	2	5.07	zipf	environment		"the local environment; ""he hasn't been seen around these parts in years"""
06501311	platform	communication	6	4.67	semcor	document	word present in another sense	"a document stating the aims and principles of a political party; ""their candidate simply i"
00811355	storage	act	7	4.57	semcor	activity	word present in another sense	the act of storing something
05823517	background	cognition	5	4.77	semcor	cognition	word present in another sense	"information that is essential to understanding a situation or problem; ""the embassy filled"
13302001	cost_of_living	possession	3	4.97	semcor	outgo		"average cost of basic necessities of life (as food and shelter and clothing); ""a rise in t"
06396330	episode	communication	3	4.97	semcor	music	word present in another sense	a brief section of a literary or dramatic work that forms part of a connected series
05762998	recognition	cognition	8	4.47	semcor	cognition	word present in another sense	"the process of recognizing something or someone by remembering; ""a politician whose recall"
04144782	scene	artifact	3	4.97	semcor	fine-art	word present in another sense	graphic art consisting of the graphic or photographic representation of a visual percept; 
00712225	application	act	4	4.86	semcor	labor	word present in another sense	"the work of applying something; ""the doctor prescribed a topical application of iodine""; """
09890749	candidate	person	6	4.66	semcor	person		someone who is considered for something (for an office or prize or honor etc.)
00385791	division	act	4	4.86	semcor	act	word present in another sense	the act or process of dividing
08390157	infantry	group	13	3.96	semcor	military-unit	word present in another sense	"an army unit consisting of soldiers who fight on foot; ""there came ten thousand horsemen a"
00724168	third_base	act	4	4.86	semcor	role		the fielding position of the player on a baseball team who is stationed near the third of 
01217859	employment	act	7	4.56	semcor	act	word present in another sense	the act of giving someone a job
06259898	channel	communication	4	4.85	semcor	communication	word present in another sense	"a path over which electrical signals can pass; ""a channel is typically what you rent from "
05175904	claim	attribute	3	4.95	semcor	concept	word present in another sense	"an informal right to something; ""his claim on her attentions""; ""his title to fame"""
05763412	identity	cognition	6	4.65	semcor	cognition	word present in another sense	"the individual characteristics by which a thing or person is recognized or known; ""genetic"
05797597	inquiry	cognition	10	4.25	semcor	thinking	word present in another sense	"a search for knowledge; ""their pottery deserves more research than it has received"""
03636248	lamp	artifact	12	4.05	semcor	device	word present in another sense	an artificial source of visible illumination
05845562	manner	cognition	7	4.55	semcor	category	word present in another sense	"a kind; ""what manner of man are you?"""
00391599	removal	act	9	4.35	semcor	act		"the act of removing; ""he had surgery for the removal of a malignancy"""
13931765	sexual_relationship	state	6	4.65	semcor	relationship		a relationship involving sexual intimacy
07130050	speech	communication	4	4.85	semcor	information	word present in another sense	"something spoken; ""he could hear them uttering merry speeches"""
04802907	accuracy	attribute	10	4.24	semcor	attribute	word present in another sense	"the quality of being near to the true value; ""he was beginning to doubt the accuracy of hi"
05793000	explanation	cognition	8	4.44	semcor	thinking	word present in another sense	thought that makes something comprehensible
08615638	parking_lot	location	8	4.44	semcor	lot	word present in another sense	a lot where cars are parked
03550153	hut	artifact	14	3.84	semcor	structure		temporary military shelter
05955323	principle	cognition	9	4.34	semcor	ideal-value	word present in another sense	"a rule or standard especially of good behavior; ""a man of principle""; ""he will not violate"
00959376	brush	act	10	4.23	semcor	fight	word present in another sense	a minor short-term fight
07307754	discharge	event	13	3.93	semcor	event		the sudden giving off of energy
08184600	mob	group	12	4.03	semcor	crowd		a disorderly crowd of people
08633957	port	location	5	4.73	semcor	geographic-point		a place (seaport or airport) where people and merchandise can enter or leave a country
14410089	stress	state	5	4.73	semcor	condition		"difficulty that causes worry or emotional tension; ""she endured the stresses and strains o"
05749619	taste	cognition	5	4.73	semcor	cognition	word present in another sense	"delicate discrimination (especially of aesthetic values); ""arrogance and lack of taste con"
04473432	transportation_system	artifact	7	4.53	semcor	facility	word present in another sense	a facility consisting of the means and equipment necessary for the movement of passengers 
08696931	European_country	location	3	4.93	semcor	district		any one of the countries occupying the European continent
08253141	dance	group	3	4.93	semcor	party		a party of people assembled for dancing
14174549	infection	state	9	4.33	semcor	condition	word present in another sense	the pathological state resulting from the invasion of the body by pathogenic microorganism
08272652	score	group	4	4.83	semcor	set	word present in another sense	"a set of twenty members; ""a score were sent out but only one returned"""
05853449	surface	cognition	4	4.83	semcor	aspect	word present in another sense	"a superficial aspect as opposed to the real nature of something; ""it was not what it appea"
00104539	throw	act	4	4.83	semcor	act		"the act of throwing (propelling something with a rapid movement of the arm and wrist); ""th"
00001740	entity	tops	11	4.12	semcor			that which is perceived or known or inferred to have its own distinct existence (living or
07372565	fuss	event	16	3.62	semcor	activity	word present in another sense	"an angry disturbance; ""he didn't want to make a fuss""; ""they had labor trouble""; ""a spot o"
01323781	giant	animal	6	4.62	semcor	animal	word present in another sense	any creature of exceptional size
14484778	hearing	state	4	4.82	semcor	opportunity	word present in another sense	"an opportunity to state your case and be heard; ""they condemned him without a hearing""; ""h"
01136519	organization	act	3	4.92	semcor	management	word present in another sense	"the act of organizing a business or an activity related to a business; ""he was brought in "
08461595	stream	group	6	4.62	semcor	group	word present in another sense	"dominant course (suggestive of running water) of successive events or ideas; ""two streams "
