# label	GPT path — kinds WordNet has no noun for
chimney cleaner	home & garden > pool & spa > pool & spa accessories > chemical > chimney cleaner
chimney cleaner	home & garden > pool & spa > pool & spa accessories > chemical > chimney cleaner
chipper	business & industrial > heavy machinery > chipper
chiropractic table	business & industrial > medical > medical furniture > chiropractic table
chocolate tempering machine	home & garden > kitchen & dining > kitchen appliance > chocolate tempering machine
cholesterol analyzer	health & beauty > health care > biometric monitor > cholesterol analyzer
chopstick accessories	home & garden > kitchen & dining > tableware > flatware > chopstick accessories
chopsticks	home & garden > kitchen & dining > tableware > flatware > chopsticks
choy sum	food, beverages & tobacco > food item > vegetable > greens > choy sum
choy sum	food, beverages & tobacco > food item > vegetable > greens > choy sum
choy sum	food, beverages & tobacco > food item > vegetable > greens > choy sum
christmas tree skirt	home & garden > decor > seasonal & holiday decorations > christmas tree skirt
christmas tree stand	home & garden > decor > seasonal & holiday decorations > christmas tree stand
chum container	sporting goods > outdoor recreation > fishing > chum container
cigar case	home & garden > smoking accessories > cigar case
circuit board accessories	electronics > circuit boards & components > circuit board accessories
circuit breaker panel	hardware > power & electrical supplies > circuit breaker panel
circuit decoder	electronics > circuit boards & components > circuit decoder
circuit prototyping	electronics > circuit boards & components > circuit prototyping
clarinet accessories	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > clarinet accessories
clarinet barrel	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > clarinet accessories > clarinet part > clarinet barrel
clarinet bell	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > clarinet accessories > clarinet part > clarinet bell
clarinet care	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > clarinet accessories > clarinet care
clarinet care kit	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > clarinet accessories > clarinet care & cleaning > clarinet care kit
clarinet case	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > clarinet accessories > clarinet case
clarinet ligature	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > clarinet accessories > clarinet ligature
clarinet mouthpiece	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > clarinet accessories > clarinet part > clarinet mouthpiece
clarinet pad saver	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > clarinet accessories > clarinet care & cleaning > clarinet pad saver
clarinet part	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > clarinet accessories > clarinet part
clarinet peg	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > clarinet accessories > clarinet peg
clarinet reed	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > clarinet accessories > clarinet reed
clarinet small part	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > clarinet accessories > clarinet part > clarinet small part
clarinet strap	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > clarinet accessories > clarinet strap
clarinet swab	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > clarinet accessories > clarinet care & cleaning > clarinet swab
clave	arts & entertainment > hobbies & creative arts > musical instrument > percussion > hand percussion > clave
clay	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > pottery & sculpting materials > clay & modeling dough > clay   [WordNet has only non-goods senses]
clay	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > pottery & sculpting materials > clay & modeling dough > clay   [WordNet has only non-goods senses]
clay pigeon shooting	sporting goods > outdoor recreation > shooting > clay pigeon shooting
clay pigeon thrower	sporting goods > outdoor recreation > shooting > clay pigeon shooting > clay pigeon thrower
cleaning	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > bassoon accessories > cleaning   [WordNet has only non-goods senses]
cleaning	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > bassoon accessories > cleaning   [WordNet has only non-goods senses]
cleaning	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > bassoon accessories > cleaning   [WordNet has only non-goods senses]
cleaning	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > bassoon accessories > cleaning   [WordNet has only non-goods senses]
cleaning	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > bassoon accessories > cleaning   [WordNet has only non-goods senses]
cleaning	arts & entertainment > hobbies & creative arts > musical instrument & orchestra accessories > woodwind instrument accessories > bassoon accessories > cleaning   [WordNet has only non-goods senses]
cleaning glove	home & garden > household supplies > household cleaning supplies > cleaning glove
