name	wordnet	sumo	sumo_rel	schemaorg	yago	wikidata	opencyc	bfo	dolce	dul	gloss	origin
death	07355491	Death	=		Death	Q4	Mx4rvVkJU5wpEbGdrcN5Y29ycA				"the event of dying or departure from life; ""her death came as a terrible shock""; ""upon you"	base
debate	07242104	Stating	+		Debate	Q179875					the formal presentation of a stated proposition and the opposition to it (usually followed	base
debt	13397174	CurrencyMeasure	+								money or goods or services owed by one person to another	base
decade	15204983	Decade	+		Decade	Q39911	Mx4rvVi5N5wpEbGdrcN5Y29ycA				a period of 10 years	base
decay	11444643	ChemicalDecomposition	+			Q339062					the organic phenomenon of rotting	base
deck	03167666	BoatDeck	+			Q208123					any of various platforms built into a vessel	base
declaration	06725877	Stating	+			Q2620826					a statement that is emphatic and explicit (spoken or written)	base
declination	08632894	PlaneAngleMeasure	+			Q76287					(astronomy) the angular distance of a celestial body north or to the south of the celestia	physics
declivity	09265620	LandArea	+								a downward slope or bend	base
decoration	03169390	ArtWork	+			Q335261					something used to beautify	base
decorative-design	03178782	ArtWork	+			Q2083958					"a decorative or artistic work; ""the coach had a design on the doors"""	base
decrease	07355887	Decreasing	+				Mx4rvisLnJwpEbGdrcN5Y29ycA				"a change downward; ""there was a decrease in his temperature as the fever subsided""; ""there"	base
decree	06539770	Law	+		Decree		Mx4rYbkfnCtWQdiW04rIM4H--g				a legally binding command or decision entered on the court record (as if issued by a court	base
deed	06545137	Title	=		Deed	Q705914	Mx4rwSgEeJwpEbGdrcN5Y29ycA				a legal document signed and sealed and delivered to effect a transfer of property and to s	base
deer	02430045	Deer	=			Q23390	Mx4rvVi-jpwpEbGdrcN5Y29ycA				distinguished from Bovidae by the male's having solid deciduous antlers	base
default-option	05791864	Selecting	+								an option that is selected automatically unless an alternative is specified	base
defect	14464203	Malfunctioning	+								"an imperfection in an object or machine; ""a flaw caused the crystal to shatter""; ""if there"	base
defendant	09762101	SocialRole	+			Q159394					a person or institution against whom an action is brought in a court of law; the person be	base
deficit	05114371	Quantity	+			Q2184645	Mx4r5JtcUhlCQdiMeOEHSguY-g				"the property of being an amount by which something is less than expected or required; ""new"	base
definition	06744396	Proposition	+		Definition	Q101072	Mx4rEwtiBhxgQdiRgYQtjilY2w				a concise explanation of the meaning of a word or phrase or symbol	base
degree	05093890	ConstantQuantity	+			Q1046315					"a position on a scale of intensity or amount or quality; ""a moderate grade of intelligence"	base
deity	09505418	Deity	=		Deity	Q1379405	Mx4rvVjrCJwpEbGdrcN5Y29ycA				any supernatural being worshipped as controlling some part of the world or some aspect of 	base
delay	01066163	Process	[								the act of delaying; inactivity resulting in something being put off until a later time	base
delegate	10000787	SocialRole	+			Q3115299					a person appointed or elected to represent others	base
deliberation	05796423	Planning	+								"planning something carefully and intentionally; ""it was the deliberation of his act that w"	base
delivery	00042541	Birth	=			Q2334804					the act of delivering a child	base
delta-ray	09265025	Electron	+								an electron ejected from matter by ionizing radiation	physics
demand	07191279	Requesting	+	schema:Demand							"an urgent or peremptory request; ""his demands for attention were unceasing"""	base
demand.process	13461162	DemandFn	=								"the ability and desire to purchase goods and services; ""the automobile reduced the demand "	base
demo	06879180	Disseminating	+				Mx4rwDgVOpwpEbGdrcN5Y29ycA				"a visual presentation showing how something works; ""the lecture was accompanied by dramati"	base
democracy	08361329	Democracy	=			Q7174					a political system in which the supreme power lies in a body of citizens who can elect peo	base
demonstration	01177703	Demonstration	=			Q175331					"a public display of group feelings (usually of a political nature); ""there were violent de"	base
demonstrator	10002760	Human	+								someone who participates in a public display of group feeling	base
denial	07204240	Stating	+				Mx4rgATZJF3eEdaAAABQ2sS97g				the act of asserting that something alleged is not true	base
density	04941453	DensityFn	=				Mx4rvViYGZwpEbGdrcN5Y29ycA				the amount per unit size	base
dentist	10004282	Dentist	=	schema:Dentist		Q27349	Mx4rvVjfgpwpEbGdrcN5Y29ycA				a person qualified to practice dentistry	base
departure	00042757	Leaving	+				Mx4rvWSHaJwpEbGdrcN5Y29ycA				the act of departing	base
deposit	13381145	Deposit	=								money deposited in a bank or some similar institution	base
depository-financial-institution	08420278	Bank-FinancialOrganization	=			Q22687					a financial institution that accepts deposits and channels the money into lending activiti	base
depression	14489113	SubjectiveAssessmentAttribute	+			Q1814941	Mx4rMdwrBAMxQdiaCcmY2DgFlw				a long-term economic state characterized by unemployment and low prices and low levels of 	base
depressive-disorder	14389240	Depression	+			Q42844					a state of depression and anhedonia so severe as to require clinical intervention	base
deputation	08402442	ReligiousOrganization	+								a group of representatives or delegates	base
deputy	10005721	SocialRole	+			Q1055894					a person appointed to represent or act on behalf of others	base
descent	07363346	Motion	+								a movement downward	base
desert	08505573	Desert	=		Desert	Q8514					arid land with little or no vegetation	base
deservingness	04807050	SubjectiveAssessmentAttribute	+								"the quality of being deserving (e.g., deserving assistance); ""there were many children who"	base
design	03179318	Icon	+		Design					Design	"a preliminary sketch indicating the plan for something; ""the design of a building"""	base
desire	07484265	Entity	+				Mx4rF7Ox-sGMEdmAAACQJw5drg				the feeling that accompanies an unsatisfied state	base
desk	03179701	Desk	=			Q1064858	Mx4rvVjfVpwpEbGdrcN5Y29ycA				a piece of furniture with a writing surface and usually drawers or other compartments	base
despair	07541923	Despair	=				Mx4rvVim15wpEbGdrcN5Y29ycA				"the feeling that everything is wrong and nothing will turn out well; ""they moaned in despa"	base
dessert	07609840	Dessert	=		Dessert	Q182940					a dish served as the last course of a meal	base
destiny	14473222	SubjectiveAssessmentAttribute	+			Q1970348					your overall circumstances or condition in life (including everything that happens to you)	base
destruction	07334490	Destruction	=								an event (or the result of an event) that completely destroys something	base
detachment	07506031	PsychologicalAttribute	+								avoiding emotional involvement	base
detail	13809920	SubjectiveAssessmentAttribute	+				Mx4rwQBy45wpEbGdrcN5Y29ycA				"a small part that can be considered separately from the whole; ""it was perfect in all deta"	base
detective	10009276	PoliceDetective	+			Q3656924	Mx4rmhqfWBlCQdiCBrBiFYJo2w				a police officer who investigates crimes	base
detector	03180969	MeasuringDevice	+			Q167676	Mx4rvVieWpwpEbGdrcN5Y29ycA				any device that receives a signal or stimulus (as heat or pressure or light or motion etc.	base
detention	13999663	SocialRole	+			Q1071447					"a state of being confined (usually for a short time); ""his detention was politically motiv"	base
development	08549070	StationaryArtifact	=				Mx4rvVjZBpwpEbGdrcN5Y29ycA				"a district that has been developed to serve some purpose; ""such land is practical for smal"	base
device	03183080	Device	=				Mx4rvVjHL5wpEbGdrcN5Y29ycA				"an instrumentality invented for a particular purpose; ""the device is small enough to wear "	base
diagnosis	00152727	Learning	+							Diagnosis	identifying the nature or cause of some phenomenon	base
diagram	03186399	Blueprint	+		Diagram	Q959962	Mx4rj5sOQCzGEdiUgwAH6RYvSQ				a drawing intended to explain how something works; a drawing showing the relation between 	base
dialect	07155661	SpokenHumanLanguage	+		Dialect		Mx4rvVizq5wpEbGdrcN5Y29ycA				"the usage or vocabulary that is characteristic of a specific group of people; ""the immigra"	base
dialog	07136206	Speaking	+								a conversation between two persons	base
dialogue	07010541	Text	+		Dialogue	Q131395	Mx4rvViRxJwpEbGdrcN5Y29ycA				the lines spoken by characters in drama or fiction	base
diameter	13871717	GraphArc	+			Q37221					a straight line connecting the center of a circle with two points on its perimeter (or the	base
diamond	13371958	Diamond	+		Diamond	Q17413599					a transparent piece of diamond that has been cut and polished and is valued as a precious 	base
diary	06402031	Report	+		Diary		Mx4rvVjU4JwpEbGdrcN5Y29ycA				a daily written record of (usually personal) experiences and observations	base
dictionary	06418901	Dictionary	=		Dictionary	Q23622	Mx4rvVjKWpwpEbGdrcN5Y29ycA				a reference book containing an alphabetical list of words with information about them	base
diet	01070187	Dieting	=	schema:Diet		Q474191	Mx4rvVjUkZwpEbGdrcN5Y29ycA				the act of restricting your food intake (or your intake of particular foods)	base
difficulty	04709253	SubjectiveAssessmentAttribute	+				Mx4rvi2nP5wpEbGdrcN5Y29ycA				"the quality of being difficult; ""they agreed about the difficulty of the climb"""	base
diffusion	13465530	Combining	+			Q163214	Mx4rp4wvJj9nQTKH4WwExbSp9A				(physics) the process in which there is movement of a substance from an area of high conce	physics
dig	08550076	LandArea	+			Q959782					"the site of an archeological exploration; ""they set up camp next to the dig"""	base
dignity	04886881	SubjectiveAssessmentAttribute	+								"the quality of being worthy of esteem or respect; ""it was beneath his dignity to cheat""; """	base
dilemma	05686086	SubjectiveAssessmentAttribute	+				Mx4rlyNhNCp4EdiUfwAH6RYvSQ				state of uncertainty or perplexity especially as requiring a choice between equally unfavo	base
diligence	04865114	PsychologicalAttribute	+			Q1427962					"persevering determination to perform a task; ""his diligence won him quick promotions""; ""fr"	base
diminution	00351638	Decreasing	=			Q1225810					the act of decreasing or reducing something	base
dinner	07575726	Dinner	+			Q657221	Mx4rvVi-6pwpEbGdrcN5Y29ycA				"the main meal of the day served in the evening or at midday; ""dinner will be at 8""; ""on Su"	base
dip	13892897	PlaneAngleMeasure	+			Q2046560					(physics) the angle that a magnetic needle makes with the plane of the horizon	physics
diplomat	10013927	Diplomat	=			Q193391	Mx4rv5VvH5wpEbGdrcN5Y29ycA				an official engaged in international negotiations	base
direction	06197215	SubjectiveAssessmentAttribute	+								"a general course along which something has a tendency to develop; ""I couldn't follow the d"	base
director	10015485	Position	+			Q3455803	Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvViAkpwpEbGdrcN5Y29ycB4rvViZVJwpEbGdrcN5Y29ycB4rvVjVT5wpEbGdrcN5Y29ycA				member of a board of directors	base
directory	06423619	ReferenceBook	+			Q70326023					an alphabetical list of names and addresses	base
disability	14548343	Disability	=			Q12131	Mx4rvc0ngZwpEbGdrcN5Y29ycA				the condition of being unable to perform as a consequence of physical or mental unfitness;	base
disadvantage	05161614	SubjectiveAssessmentAttribute	+								the quality of having an inferior or less favorable position	base
disagreement	13982357	SubjectiveAssessmentAttribute	+								a conflict of people's opinions or actions or characters	base
disappointment	07540602	Disappointment	=			Q621206	Mx4rvVi1Q5wpEbGdrcN5Y29ycA				"a feeling of dissatisfaction that results when your expectations are not realized; ""his ho"	base
discipline	01161821	RegulatoryProcess	+								"the act of punishing; ""the offenders deserved the harsh discipline they received"""	base
disco	03206282	NightClub	=			Q58339					a public dance hall for dancing to recorded popular music	base
discount	00362103	Decreasing	+								the act of reducing the selling price of merchandise	base
discourtesy	01224031	SubjectiveAssessmentAttribute	+								a lack of politeness; a failure to show regard for others; wounding the feelings or others	base
