name	wordnet	sumo	sumo_rel	schemaorg	yago	wikidata	gpt	opencyc	bfo	dolce	dul	gloss	origin
conscription	01157850	Ordering	+			Q580750						compulsory military service	base
consensus	13971901	Cooperation	+			Q2994424		Mx4rvViQRJwpEbGdrcN5Y29ycA				"agreement in the judgment or opinion reached by a group as a whole; ""the lack of consensus"	base
consequence	11410625	Process	+									"a phenomenon that follows and is caused by some previous phenomenon; ""the magnetic effect "	base
conservation	00819274	Maintaining	+									the preservation and careful management of the environment and of natural resources	base
consideration	04841358	PsychologicalAttribute	+			Q831637						"kind and considerate regard for others; ""he showed no consideration for her feelings"""	base
consignment	00317917	Putting	+			Q1368743						the delivery of goods for sale or disposal	economics
consolation	01211667	Helping	+			Q1990010						"the act of consoling; giving relief in affliction; ""his presence was a consolation to her"""	base
conspiracy	05908882	Plan	+		Conspiracy	Q930164						a plot to carry out some harmful or illegal act (especially a political plot)	base
constellation	09252970	AstronomicalBody	+		Constellation	Q8928		Mx4rwPuslJwpEbGdrcN5Y29ycA				a configuration of stars as seen from the earth	base
constituency	08238156	Group	+									the body of voters who elect a representative for their area	base
constituent-state	08654360	StateOrProvince	=	schema:State	State	Q34876						"the territory occupied by one of the constituent administrative districts of a nation; ""hi"	base
constitution	04933544	Attribute	+		Constitution	Q7755						the way in which someone or something is composed	base
constraint	13998781	NormativeAttribute	+									"the state of being physically constrained; ""dogs should be kept under restraint"""	base
construction-industry	01104637	Constructing	+			Q385378						"the commercial activity involved in repairing old structures or constructing new ones; ""th"	economics
consultation	07143137	Meeting	+			Q4014799						"a conference between two or more people to consider a particular question; ""frequent consu"	base
consumer	09612848	Consumer	=			Q22855		Mx4rwJYlw5wpEbGdrcN5Y29ycA				a person who uses goods or services	base
consumer-choice						Q833495							economics
consumer-credit	13374426	Contract	+									a line of credit extended for personal or household use	economics
consumption	00838098	Ingesting	=									the process of taking food into the body through the mouth (as by eating)	base
contact	00039297	Communication	+									"close interaction; ""they kept in daily contact""; ""they claimed that they had been in conta"	base
contact-lens	03094159	Device	+			Q23797	2923	Mx4rvVjkK5wpEbGdrcN5Y29ycA				a thin curved glass or plastic lens designed to fit over the cornea in order to correct vi	base
container	03094503	ShipContainer	=		Container	Q187956	6919b	Mx4rvVjOGJwpEbGdrcN5Y29ycA				any object that can be used to hold things (especially a large metal boxlike object of sta	base
container-ship					Container_ship	Q17210		Mx4rv9UsoJwpEbGdrcN5Y29ycA					economics
containerization						Q428072							economics
contamination	00276987	Pollution	+									the act of contaminating or polluting; including (either intentionally or accidentally) un	base
contemporary	09960417	AgeGroup	=									a person of nearly the same age as another	base
contempt	07502980	Contempt	=			Q5338825		Mx4rvVill5wpEbGdrcN5Y29ycA				"lack of respect accompanied by a feeling of intense dislike; ""he was held in contempt""; ""t"	base
content-addressable-storage						Q1128613							economics
contest	07456188	Contest	=									an occasion on which a winner is selected from among two or more contestants	base
context	14512817	Proposition	+					Mx4rvViA1ZwpEbGdrcN5Y29ycA				"the set of facts or circumstances that surround a situation or event; ""the historical cont"	base
continent	09254614	Continent	=	schema:Continent	Continent	Q5107		Mx4rrUePtGV9Ed2AAABQjYGu0g				"one of the large landmasses of the earth; ""there are seven continents""; ""pioneers had to c"	base
contingency-fee	13321081	ChargingAFee	+									a fee that is payable only if the outcome is successful (as for an attorney's services)	economics
contract	06520944	Contract	=		Contract	Q93288		Mx4rvZvacpwpEbGdrcN5Y29ycA			Contract	a binding agreement between two or more persons that is enforceable by law	base
contract-condition	06770875	Text	=									"(usually plural) a statement of what is required as part of an agreement; ""the contract se"	base
contract-theory						Q1918846							economics
contraction	00369802	OrganOrTissueProcess	+			Q127006						(physiology) a shortening or tensing of a part or organ (especially of a muscle or muscle 	base
contradiction	07206887	Proposition	+			Q363948						"(logic) a statement that is necessarily false; ""the statement `he is brave and he is not b"	base
contrary	13858270	Entity	+									"exact opposition; ""public opinion to the contrary he is not guilty"""	base
contrast	13855627	Entity	+			Q690182						"the opposition or dissimilarity of things that are compared; ""in contrast to"", ""by contras"	base
contribution	01089778	UnilateralGiving	+			Q1124860						act of giving in common with others for a common purpose especially to a charity	base
control	03096960	Controller	=				8116b	Mx4rLtARcL8cEdmAAAACs6hRjg				"a mechanism that controls the operation of a machine; ""the speed controller on his turntab"	base
control-account	13405015	Text	+									an account that shows totals of amounts entered in a subsidiary ledger	economics
control-panel	03098140	EngineeringComponent	+				2238	Mx4rwQtnh5wpEbGdrcN5Y29ycA				electrical device consisting of a flat insulated surface that contains switches and dials 	base
control-stick	04317976	VehicleController	+			Q178805						a lever used by a pilot to control the ailerons and elevators of an airplane	base
control-stock	13336650	Stock	+									shares owned by shareholders who have a controlling interest	economics
controlling-interest	13287414	PropertyFn	+			Q1956246						ownership of more than 50% of a corporation's voting shares	economics
convalescence	13452347	PhysiologicProcess	+			Q1891441						gradual healing (through rest) after sickness or injury	base
conventionality	04801532	SubjectiveAssessmentAttribute	+									orthodoxy as a consequence of being conventional	base
conversation	07133701	Speaking	=	schema:Conversation				Mx4rvgD6CpwpEbGdrcN5Y29ycA				the use of speech for informal exchange of views or ideas or information etc.	base
conversion	07415730	Process	+					Mx4rvrlPMZwpEbGdrcN5Y29ycA				an event that results in a transformation	base
converter	03099945	Device	+				2182					a device for changing one substance or form or state into another	base
convertible-bond	13337634	Bond	+			Q1056625		Mx4rhFT1nEx3QdmA_Mz3JdeecQ				a bond that can be converted to other securities under certain conditions	economics
convertible-security	13419325	Certificate	+					Mx4rl6wvkhNGEduAAADggVbxzQ				a corporate security (usually bonds or preferred stock) that can be exchanged for another 	economics
conviction	05942888	Proposition	+									an unshakable belief in something without need for proof or evidence	base
cook	09963320	Human	+			Q156839						someone who cooks food	base
cookie	07635155	PreparedFood	+			Q13266	2229					any of various small flat sweet cakes (`biscuit' is the British term)	base
cookie-cutter	03101517	CuttingDevice	+				3850	Mx4rv7nnOpwpEbGdrcN5Y29ycA				a kitchen utensil used to cut a sheet of cookie dough into desired shapes before baking	base
cookie-jar	03101664	Artifact	+				2644	Mx4rvmOzgJwpEbGdrcN5Y29ycA				a jar in which cookies are kept (and sometimes money is hidden)	base
cooking-oil	07673145	Food	+			Q427457	2126	Mx4rvVjdrZwpEbGdrcN5Y29ycA				any of numerous vegetable oils used in cooking	base
cooking-pot	03990474	PotOrPan	+									metal or earthenware cooking vessel that is usually round and deep; often has a handle and	base
cookware	03101986	Device	+				6070a					a kitchen utensil made of material that does not melt easily; used for cooking	base
cooler	03102654	Refrigerator	+			Q1976332	1017	Mx4rwLZFv5wpEbGdrcN5Y29ycA				a refrigerator for cooling liquids	base
cooperation	00411384	Cooperation	=		Cooperation							"the practice of cooperating; ""economic cooperation""; ""they agreed on a policy of cooperati"	base
copper	14635722	Copper	=			Q753						a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs	base
copy	03104594	Artifact	+			Q1637891		Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvkNufpwpEbGdrcN5Y29ycB4rvWStbZwpEbGdrcN5Y29ycB4rvWYG5pwpEbGdrcN5Y29ycA				"a thing made to be similar or identical to another thing; ""she made a copy of the designer"	base
copyright	06473168	Certificate	+			Q1297822		Mx4rvViz-JwpEbGdrcN5Y29ycA				a document granting exclusive right to publish and sell literary or musical or artistic wo	base
cord	03106722	Fabric	+			Q1132110		Mx4rsMFskBRKEdaKEwCQJ5pcGA				a cut pile fabric with vertical ribs; usually made of cotton	base
cordial-reception	06631506	Expressing	+			Q815825						kindness in welcoming guests or strangers	base
core	08524262	GeographicArea	+			Q23595						"the center of an object; ""the ball has a titanium core"""	base
corer	03108759	Drill	+			Q382747	3521b					a device for removing the core from apples	base
corkage	13307995	Corkage	=									a charge added at a restaurant for every bottle of wine served that was not bought on the 	economics
corkscrew	03109150	Device	+			Q12337	2976	Mx4rvVigi5wpEbGdrcN5Y29ycA				a bottle opener that pulls corks	base
corn	07731952	MaizeGrain	=			Q25618328	6609					ears of corn that can be prepared and served for human food	base
corn-exchange	03110937	Organization	+		Corn_exchange	Q5171053						an exchange where grains are bought and sold	economics
corn-syrup	07860548	PreparedFood	+			Q618739	5770	Mx4ru4S0zoLrEdaAAAACs0uFOQ				syrup prepared from corn	base
corner	08659993	Region	+									"the point where three areas or surfaces meet or intersect; ""the corners of a cube"""	base
cornet	03110669	HornInstrument	+			Q202027	505770b					a brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and 	base
cornice	03111177	Artifact	+		Cornice	Q172349	2621b					a molding at the corner between the ceiling and the top of a wall	base
corporate-bond	13337770	CorporateBond	=			Q1662098		Mx4rFuQlMD0fQdmM2Pq6mETBoQ				a bond issued by a corporation; carries no claim to ownership and pays no dividends but pa	economics
corporate-finance	01098968	Financing	+									the financial activities of corporation	economics
corporation				schema:Corporation	Corporation	Q167037							economics
correction	00258854	SubjectiveAssessmentAttribute	+									the act of offering an improvement to replace a mistake; setting right	base
correlation	13841651	Relation	+			Q186290						a reciprocal relation between two or more things	base
correspondence	06623614	Corresponding	+									communication by the exchange of letters	base
corruption	00159396	Process	+		Corruption	Q366		Mx4rvqwYUZwpEbGdrcN5Y29ycA				inducement (as of a public official) by improper means (as bribery) to violate duty (as by	base
corsage	02879087	ArtWork	+			Q14125324	6100a					an arrangement of flowers that is usually given as a present	base
cosmetic	03113152	Mixture	+			Q131207	108a					a toiletry designed to beautify the body	base
cosmetician	09967063	Position	+									someone who sells or applies cosmetics	economics
cost-estimate	06783598	Stating	+									"a statement indicating the likely cost of some job; ""he got an estimate from the car repai"	base
cost-ledger	13404534	FinancialText	+									ledger showing the accumulated costs classified in various ways	economics
cost-of-capital	13305932	CurrencyMeasure	+									the opportunity cost of the funds employed as the result of an investment decision; the ra	economics
